"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"WR","DeAndre Smelter",3000,"Min@SF 10:20PM ET",0,"SF"
"WR","Vince Mayle",3000,"Cle@NYJ 01:00PM ET",0,"Cle"
"WR","Taylor Gabriel",3000,"Cle@NYJ 01:00PM ET",6.569,"Cle"
"RB","Charcandrick West",3000,"KC@Hou 01:00PM ET",0.000,"KC"
"WR","Paul Browning",3000,"Cle@NYJ 01:00PM ET",0,"Cle"
"WR","Gavin Lutman",3000,"Min@SF 10:20PM ET",0,"Min"
"WR","Corey Washington",3000,"NYG@Dal 08:30PM ET",1.157,"NYG"
"WR","Jeff Janis",3000,"GB@Chi 01:00PM ET",1.200,"GB"
"WR","Torrence Allen",3000,"Det@SD 04:05PM ET",0,"SD"
"WR","Seantavius Jones",3000,"NO@Ari 04:05PM ET",0,"NO"
"WR","Ricky Collins",3000,"GB@Chi 01:00PM ET",0,"GB"
"WR","Vernon Johnson",3000,"Det@SD 04:05PM ET",0,"Det"
"WR","Tello Luckett",3000,"KC@Hou 01:00PM ET",0,"KC"
"WR","Rasheed Bailey",3000,"Phi@Atl 07:10PM ET",0,"Phi"
"WR","Trevor Harman",3000,"NO@Ari 04:05PM ET",0,"Ari"
"WR","Joshua Stangby",3000,"Phi@Atl 07:10PM ET",0,"Atl"
"WR","Tyler Rutenbeck",3000,"Ind@Buf 01:00PM ET",0,"Ind"
"RB","Rasheed Williams",3000,"Det@SD 04:05PM ET",0,"Det"
"RB","Terrell Watson",3000,"Cin@Oak 04:25PM ET",0,"Cin"
"RB","Luke Lundy",3000,"Cle@NYJ 01:00PM ET",0,"Cle"
"WR","Donteea Dye",3000,"Ten@TB 04:25PM ET",0,"TB"
"WR","Austin Willis",3000,"Cin@Oak 04:25PM ET",0,"Oak"
"RB","Desmond Martin",3000,"Det@SD 04:05PM ET",0,"Det"
"DST","Bills ",2900,"Ind@Buf 01:00PM ET",10.938,"Buf"
"DST","Colts ",2900,"Ind@Buf 01:00PM ET",7.737,"Ind"
"DST","Jets ",2900,"Cle@NYJ 01:00PM ET",4.688,"NYJ"
"TE","Jared Cook",2900,"Sea@StL 01:00PM ET",8.338,"StL"
"TE","Eric Ebron",2900,"Det@SD 04:05PM ET",4.350,"Det"
"DST","Cowboys ",2800,"NYG@Dal 08:30PM ET",7.389,"Dal"
"DST","Broncos ",2800,"Bal@Den 04:25PM ET",7.353,"Den"
"DST","Lions ",2800,"Det@SD 04:05PM ET",8.235,"Det"
"DST","Titans ",2800,"Ten@TB 04:25PM ET",5.063,"Ten"
"DST","Rams ",2800,"Sea@StL 01:00PM ET",9.563,"StL"
"DST","Vikings ",2800,"Min@SF 10:20PM ET",8.000,"Min"
"DST","Cardinals ",2800,"NO@Ari 04:05PM ET",8.941,"Ari"
"DST","Chargers ",2800,"Det@SD 04:05PM ET",6.438,"SD"
"DST","49ers ",2800,"Min@SF 10:20PM ET",7.938,"SF"
"DST","Buccaneers ",2800,"Ten@TB 04:25PM ET",6.625,"TB"
"TE","David Johnson",2800,"Det@SD 04:05PM ET",0.100,"SD"
"TE","Jermaine Gresham",2800,"NO@Ari 04:05PM ET",9.200,"Ari"
"TE","Jace Amaro",2800,"Cle@NYJ 01:00PM ET",6.036,"NYJ"
"DST","Falcons ",2700,"Phi@Atl 07:10PM ET",6.438,"Atl"
"DST","Saints ",2700,"NO@Ari 04:05PM ET",4.313,"NO"
"DST","Eagles ",2700,"Phi@Atl 07:10PM ET",11.813,"Phi"
"DST","Jaguars ",2700,"Car@Jax 01:00PM ET",6.938,"Jax"
"DST","Ravens ",2700,"Bal@Den 04:25PM ET",8.833,"Bal"
"TE","Mychal Rivera",2700,"Cin@Oak 04:25PM ET",8.588,"Oak"
"TE","Clive Walford",2700,"Cin@Oak 04:25PM ET",0,"Oak"
"TE","Maxx Williams",2700,"Bal@Den 04:25PM ET",0,"Bal"
"DST","Redskins ",2600,"Mia@Was 01:00PM ET",4.063,"Was"
"TE","Jacob Tamme",2600,"Phi@Atl 07:10PM ET",2.244,"Atl"
"TE","Benjamin Watson",2600,"NO@Ari 04:05PM ET",2.850,"NO"
"DST","Giants ",2500,"NYG@Dal 08:30PM ET",6.938,"NYG"
"TE","Daniel Fells",2500,"NYG@Dal 08:30PM ET",3.613,"NYG"
"TE","Craig Stevens",2500,"Ten@TB 04:25PM ET",0.920,"Ten"
"TE","Dante Rosario",2500,"GB@Chi 01:00PM ET",1.788,"Chi"
"TE","Marcedes Lewis",2500,"Car@Jax 01:00PM ET",6.325,"Jax"
"TE","Anthony Fasano",2500,"Ten@TB 04:25PM ET",4.773,"Ten"
"TE","Brent Celek",2500,"Phi@Atl 07:10PM ET",4.625,"Phi"
"TE","Zach Miller",2500,"GB@Chi 01:00PM ET",0,"Chi"
"TE","Dennis Pitta",2500,"Bal@Den 04:25PM ET",9.500,"Bal"
"TE","Brandon Pettigrew",2500,"Det@SD 04:05PM ET",1.273,"Det"
"TE","Kellen Davis",2500,"Cle@NYJ 01:00PM ET",0.000,"NYJ"
"TE","Brandon Myers",2500,"Ten@TB 04:25PM ET",2.929,"TB"
"TE","Darren Fells",2500,"NO@Ari 04:05PM ET",1.745,"Ari"
"TE","Bear Pascoe",2500,"GB@Chi 01:00PM ET",0.519,"Chi"
"TE","Kevin Brock",2500,"NO@Ari 04:05PM ET",0.587,"NO"
"TE","Gary Barnidge",2500,"Cle@NYJ 01:00PM ET",2.200,"Cle"
"TE","Tony Moeaki",2500,"Phi@Atl 07:10PM ET",3.914,"Atl"
"TE","Clay Harbor",2500,"Car@Jax 01:00PM ET",4.685,"Jax"
"TE","Ed Dickson",2500,"Car@Jax 01:00PM ET",2.067,"Car"
"TE","Logan Paulsen",2500,"Mia@Was 01:00PM ET",1.613,"Was"
"TE","Garrett Graham",2500,"KC@Hou 01:00PM ET",3.973,"Hou"
"TE","Richie Brockel",2500,"Car@Jax 01:00PM ET",0.000,"Car"
"TE","David Ausberry",2500,"Det@SD 04:05PM ET",0.567,"Det"
"TE","Anthony McCoy",2500,"Sea@StL 01:00PM ET",0,"Sea"
"TE","Jim Dray",2500,"Cle@NYJ 01:00PM ET",2.950,"Cle"
"TE","Virgil Green",2500,"Bal@Den 04:25PM ET",1.507,"Den"
"TE","John Phillips",2500,"Det@SD 04:05PM ET",0.444,"SD"
"TE","Ryan Taylor",2500,"KC@Hou 01:00PM ET",0.000,"KC"
"TE","Richard Gordon",2500,"KC@Hou 01:00PM ET",0.000,"KC"
"TE","Rob Housler",2500,"Cle@NYJ 01:00PM ET",1.375,"Cle"
"TE","Matthew Mulligan",2500,"Ind@Buf 01:00PM ET",0.000,"Buf"
"TE","Mickey Shuler",2500,"Phi@Atl 07:10PM ET",0.000,"Atl"
"TE","Lance Kendricks",2500,"Sea@StL 01:00PM ET",5.181,"StL"
"TE","Jeff Cumberland",2500,"Cle@NYJ 01:00PM ET",4.106,"NYJ"
"TE","Lee Smith",2500,"Cin@Oak 04:25PM ET",1.229,"Oak"
"TE","Luke Stocker",2500,"Ten@TB 04:25PM ET",0.854,"TB"
"TE","Steve Maneri",2500,"Cle@NYJ 01:00PM ET",0.000,"NYJ"
"TE","Konrad Reuland",2500,"Bal@Den 04:25PM ET",0,"Bal"
"TE","Andrew Quarless",2500,"GB@Chi 01:00PM ET",5.133,"GB"
"TE","Sean McGrath",2500,"Ind@Buf 01:00PM ET",0,"Ind"
"TE","James Casey",2500,"Bal@Den 04:25PM ET",1.306,"Den"
"TE","Adrien Robinson",2500,"NYG@Dal 08:30PM ET",1.000,"NYG"
"TE","Rhett Ellison",2500,"Min@SF 10:20PM ET",2.988,"Min"
"TE","Ifeanyi Momah",2500,"NO@Ari 04:05PM ET",0,"Ari"
"TE","Allen Reisner",2500,"Bal@Den 04:25PM ET",0,"Bal"
"TE","Emil Igwenagu",2500,"Det@SD 04:05PM ET",0,"Det"
"TE","Garrett Celek",2500,"Min@SF 10:20PM ET",2.433,"SF"
"TE","Jamie Childers",2500,"Car@Jax 01:00PM ET",0,"Car"
"TE","Evan Rodriguez",2500,"Ten@TB 04:25PM ET",0.000,"TB"
"TE","Niles Paul",2500,"Mia@Was 01:00PM ET",5.919,"Was"
"TE","Dave Paulson",2500,"Det@SD 04:05PM ET",0,"SD"
"TE","James Hanna",2500,"NYG@Dal 08:30PM ET",0.489,"Dal"
"TE","Jake Stoneburner",2500,"Mia@Was 01:00PM ET",0,"Mia"
"TE","Joe Don Duncan",2500,"Bal@Den 04:25PM ET",0,"Den"
"TE","Taylor Thompson",2500,"Ten@TB 04:25PM ET",1.467,"Ten"
"TE","Gerell Robinson",2500,"Mia@Was 01:00PM ET",0.000,"Mia"
"TE","Cory Harkey",2500,"Sea@StL 01:00PM ET",1.344,"StL"
"TE","MarQueis Gray",2500,"Ind@Buf 01:00PM ET",1.723,"Buf"
"TE","Tim Wright",2500,"Ten@TB 04:25PM ET",4.872,"TB"
"TE","Ryan Griffin",2500,"KC@Hou 01:00PM ET",1.569,"Hou"
"TE","Brad Smelley",2500,"Sea@StL 01:00PM ET",0,"StL"
"TE","Chris Gragg",2500,"Ind@Buf 01:00PM ET",1.780,"Buf"
"TE","Ryan Otten",2500,"Min@SF 10:20PM ET",0,"Min"
"TE","Luke Willson",2500,"Sea@StL 01:00PM ET",5.947,"Sea"
"TE","Jordan Thompson",2500,"Det@SD 04:05PM ET",0.000,"Det"
"TE","Joseph Fauria",2500,"Det@SD 04:05PM ET",3.057,"Det"
"TE","Jack Doyle",2500,"Ind@Buf 01:00PM ET",2.637,"Ind"
"TE","Vance McDonald",2500,"Min@SF 10:20PM ET",0.500,"SF"
"TE","Marcel Jensen",2500,"Bal@Den 04:25PM ET",1.800,"Den"
"TE","Justin Perillo",2500,"GB@Chi 01:00PM ET",0.000,"GB"
"TE","Nick Kasa",2500,"Cin@Oak 04:25PM ET",0,"Oak"
"TE","Ryan Hewitt",2500,"Cin@Oak 04:25PM ET",1.488,"Cin"
"TE","Levine Toilolo",2500,"Phi@Atl 07:10PM ET",4.113,"Atl"
"TE","Justice Cunningham",2500,"Sea@StL 01:00PM ET",0,"StL"
"TE","Matt Lengel",2500,"Cin@Oak 04:25PM ET",0,"Cin"
"TE","Gabe Holmes",2500,"Cin@Oak 04:25PM ET",0,"Oak"
"TE","Gavin Escobar",2500,"NYG@Dal 08:30PM ET",2.417,"Dal"
"TE","Ted Bolser",2500,"NO@Ari 04:05PM ET",0,"Ari"
"TE","Alex Bayer",2500,"Sea@StL 01:00PM ET",0.000,"StL"
"TE","Dion Sims",2500,"Mia@Was 01:00PM ET",4.600,"Mia"
"TE","Blake Annen",2500,"GB@Chi 01:00PM ET",0.000,"Chi"
"TE","Orson Charles",2500,"NO@Ari 04:05PM ET",0,"NO"
"TE","Arthur Lynch",2500,"Mia@Was 01:00PM ET",0,"Mia"
"TE","Brandon Bostick",2500,"Min@SF 10:20PM ET",0.553,"Min"
"TE","Jerome Cunningham",2500,"NYG@Dal 08:30PM ET",0,"NYG"
"TE","Nic Jacobs",2500,"Car@Jax 01:00PM ET",0.738,"Jax"
"TE","Brandon Williams",2500,"Car@Jax 01:00PM ET",0.525,"Car"
"TE","Cooper Helfet",2500,"Sea@StL 01:00PM ET",3.864,"Sea"
"TE","Devin Mahina",2500,"Mia@Was 01:00PM ET",0,"Was"
"TE","Crockett Gillmore",2500,"Bal@Den 04:25PM ET",2.300,"Bal"
"TE","Trey Burton",2500,"Phi@Atl 07:10PM ET",0.067,"Phi"
"TE","Gerald Christian",2500,"NO@Ari 04:05PM ET",0,"Ari"
"TE","Blake Bell",2500,"Min@SF 10:20PM ET",0,"SF"
"TE","Je'Ron Hamm",2500,"Mia@Was 01:00PM ET",0,"Was"
"TE","Justin Sinz",2500,"Ind@Buf 01:00PM ET",0,"Ind"
"TE","Erik Swoope",2500,"Ind@Buf 01:00PM ET",0,"Ind"
"TE","Harold Spears",2500,"GB@Chi 01:00PM ET",0,"GB"
"TE","James O'Shaughnessy",2500,"KC@Hou 01:00PM ET",0,"KC"
"TE","MyCole Pruitt",2500,"Min@SF 10:20PM ET",0,"Min"
"TE","Cameron Brate",2500,"Ten@TB 04:25PM ET",0.540,"TB"
"TE","Will Tye",2500,"NYG@Dal 08:30PM ET",0,"NYG"
"TE","Chase Ford",2500,"Min@SF 10:20PM ET",4.982,"Min"
"TE","C.J. Fiedorowicz",2500,"KC@Hou 01:00PM ET",0.853,"Hou"
"TE","Eric Tomlinson",2500,"Phi@Atl 07:10PM ET",0,"Phi"
"TE","Randall Telfer",2500,"Cle@NYJ 01:00PM ET",0,"Cle"
"TE","Brian Parker",2500,"Det@SD 04:05PM ET",0,"SD"
"TE","Brian Vogler",2500,"GB@Chi 01:00PM ET",0,"Chi"
"TE","Mike McFarland",2500,"KC@Hou 01:00PM ET",0,"Hou"
"TE","Andrew Gleichert",2500,"Phi@Atl 07:10PM ET",0,"Phi"
"TE","Chase Dixon",2500,"Mia@Was 01:00PM ET",0,"Was"
"TE","Taylor Sloat",2500,"Ten@TB 04:25PM ET",0,"TB"
"TE","Connor Hamlett",2500,"Car@Jax 01:00PM ET",0,"Jax"
"TE","Casey Pierce",2500,"Det@SD 04:05PM ET",0,"Det"
"TE","RaShaun Allen",2500,"Sea@StL 01:00PM ET",0.000,"Sea"
"TE","Scott Simonson",2500,"Car@Jax 01:00PM ET",0.000,"Car"
"TE","Jake Murphy",2500,"Cin@Oak 04:25PM ET",0,"Cin"
"TE","Kyle Miller",2500,"Det@SD 04:05PM ET",0,"SD"
"TE","Justin Tukes",2500,"Phi@Atl 07:10PM ET",0,"Phi"
"TE","Anthony Denham",2500,"KC@Hou 01:00PM ET",0.000,"Hou"
"TE","Tyler Kroft",2500,"Cin@Oak 04:25PM ET",0,"Cin"
"TE","Clay Burton",2500,"Ind@Buf 01:00PM ET",0,"Buf"
"TE","C.J. Uzomah",2500,"Cin@Oak 04:25PM ET",0,"Cin"
"TE","Jeff Heuerman",2500,"Bal@Den 04:25PM ET",0,"Den"
"TE","Earnest Pettway",2500,"KC@Hou 01:00PM ET",0,"KC"
"TE","Demetrius Harris",2500,"KC@Hou 01:00PM ET",0.625,"KC"
"TE","Mitchell Henry",2500,"GB@Chi 01:00PM ET",0,"GB"
"TE","Busta Anderson",2500,"Min@SF 10:20PM ET",0,"SF"
"TE","Nick O'Leary",2500,"Ind@Buf 01:00PM ET",0,"Buf"
"TE","Jack Tabb",2500,"NO@Ari 04:05PM ET",0,"NO"
"TE","Matt LaCosse",2500,"NYG@Dal 08:30PM ET",0,"NYG"
"TE","Tevin Westbrook",2500,"Ten@TB 04:25PM ET",0,"Ten"
"TE","Richard Rodgers",2500,"GB@Chi 01:00PM ET",3.906,"GB"
"TE","Nick Boyle",2500,"Bal@Den 04:25PM ET",0,"Bal"
"TE","Eric Frohnapfel",2500,"Det@SD 04:05PM ET",0,"SD"
"TE","Kennard Backman",2500,"GB@Chi 01:00PM ET",0,"GB"
"TE","Ben Koyack",2500,"Car@Jax 01:00PM ET",0,"Jax"
"TE","Troy Niklas",2500,"NO@Ari 04:05PM ET",0.971,"Ari"
"TE","Ray Hamilton",2500,"NYG@Dal 08:30PM ET",0,"Dal"
"TE","Beau Gardner",2500,"Phi@Atl 07:10PM ET",0,"Atl"
"TE","Phillip Supernaw",2500,"Ten@TB 04:25PM ET",0.750,"Ten"
"TE","Wes Saxton",2500,"Cle@NYJ 01:00PM ET",0,"NYJ"
"TE","Derek Carrier",2500,"Min@SF 10:20PM ET",1.791,"SF"
"TE","Dominique Jones",2500,"Bal@Den 04:25PM ET",0.000,"Den"
"TE","Brian Leonhardt",2500,"Cin@Oak 04:25PM ET",1.292,"Oak"
"TE","Geoff Swaim",2500,"NYG@Dal 08:30PM ET",0,"Dal"
"TE","E.J. Bibbs",2500,"Cle@NYJ 01:00PM ET",0,"Cle"
"TE","Gannon Sinclair",2500,"NO@Ari 04:05PM ET",0,"Ari"
"TE","Jean Sifrin",2500,"Ind@Buf 01:00PM ET",0,"Ind"
"TE","Khari Lee",2500,"KC@Hou 01:00PM ET",0,"Hou"
"TE","John Peters",2500,"Cin@Oak 04:25PM ET",0,"Cin"
"DST","Bears ",2400,"GB@Chi 01:00PM ET",6.563,"Chi"
"DST","Raiders ",2300,"Cin@Oak 04:25PM ET",3.813,"Oak"
